"Source","Target","Weight"
"RED RAVEN","DR. STRANGE/STEPHEN ",1
"PRENTISS, BETTY DEAN","DR. STRANGE/STEPHEN ",1
"CAESAR, JULIUS","DR. STRANGE/STEPHEN ",1
"CERBERUS","DR. STRANGE/STEPHEN ",1
"FRANKENSURFER/BORGO","DR. STRANGE/STEPHEN ",1
"DEIMOS","DR. STRANGE/STEPHEN ",1
"PHOBOS","DR. STRANGE/STEPHEN ",1
"LURKING UNKNOWN","DR. STRANGE/STEPHEN ",1
"ALRAUNE, MARLENE","DR. STRANGE/STEPHEN ",1
"STACY, GWEN","DR. STRANGE/STEPHEN ",1
"DRAGON OF THE MOON","DR. STRANGE/STEPHEN ",1
"CLARK, JOHN","DR. STRANGE/STEPHEN ",1
"CLARK, SARAH","DR. STRANGE/STEPHEN ",1
"DOCTOR DREDD","DR. STRANGE/STEPHEN ",1
"GARFIELD, MURRAY","RED GUARDIAN III/DR.",1
"ORIGIN/PHYLLIS TWOMB","RED GUARDIAN III/DR.",1
"FOREIGNER/RAFAEL BAS","RED GUARDIAN III/DR.",1
"IRON MAN/TONY STARK ","RED GUARDIAN III/DR.",1
"MUGGINS, MAMIE","CARPENTER, LARRY",1
"MAJOR DOMO","COOPER, DR. VALERIE",1
"MOJO","COOPER, DR. VALERIE",1
"ARIZE","COOPER, DR. VALERIE",1
"BRICKMAN, SEN. MILES","COOPER, DR. VALERIE",1
"MIMIC/CALVIN RANKIN","COOPER, DR. VALERIE",1
"DOMINO III/BEATRICE/","COOPER, DR. VALERIE",1
"RED SKULL II/ALBERT ","COOPER, DR. VALERIE",1
"MACHETE/FERDINAND LO","COOPER, DR. VALERIE",1
"PUNCHOUT","COOPER, DR. VALERIE",1
"GATEWAY","COOPER, DR. VALERIE",1
"WIPEOUT","COOPER, DR. VALERIE",1
"BULLSEYE II/BENJAMIN","COOPER, DR. VALERIE",1
"MUGGINS, MAMIE","CLEMSON, MIKE",1
"IRON MAN/TONY STARK ","GRASP",1
"MUGGINS, MAMIE","CARPENTER, RACHEL",1
"DAYTRIPPER/AMANDA SE","SPIDER-WOMAN II/JULI",1
"MUGGINS, MAMIE","SPIDER-WOMAN II/JULI",1
"MAXWELL, MORRIS","SPIDER-WOMAN II/JULI",1
"OVERRIDE/DR. GREGORY","SPIDER-WOMAN II/JULI",1
"IRON MAN/TONY STARK ","CHAIN",1
"IRON MAN/TONY STARK ","SONIC",1
"MAELSTROM/MALCOLM ST","THOR/DR. DONALD BLAK",1
"EON","THOR/DR. DONALD BLAK",1
"BILLUPS, AGENT","THOR/DR. DONALD BLAK",1
"JACK FROST/","THOR/DR. DONALD BLAK",1
"KUKULCAN/VIRAKO/QUET","THOR/DR. DONALD BLAK",1
"BANNON, LANCE","THOR/DR. DONALD BLAK",1
"CERBERUS","THOR/DR. DONALD BLAK",1
"LURKING UNKNOWN","THOR/DR. DONALD BLAK",1
"BLACK CAT/FELICIA HA","THOR/DR. DONALD BLAK",1
"MR. SINISTER/NATHAN ","THOR/DR. DONALD BLAK",1
"MCCORMICK, BARRY","THOR/DR. DONALD BLAK",1
"VENOM/EDDIE BROCK","THOR/DR. DONALD BLAK",1
"DAYTRIPPER/AMANDA SE","NIGHTMARE/EDVARD HAB",1
"MUGGINS, MAMIE","NIGHTMARE/EDVARD HAB",1
"DEIMOS","NIGHTMARE/EDVARD HAB",1
"PHOBOS","NIGHTMARE/EDVARD HAB",1
"VENOM/EDDIE BROCK","NIGHTMARE/EDVARD HAB",1
"EON","LOKI [ASGARDIAN]",1
"BLACK CAT/FELICIA HA","LOKI [ASGARDIAN]",1
"SPIDER-MAN CLONE/BEN","LOKI [ASGARDIAN]",1
"BULLSEYE II/BENJAMIN","LOKI [ASGARDIAN]",1
"NIGHTMARE/EDVARD HAB","LOKI [ASGARDIAN]",1
"PROTOCIDE/PRIVATE CL","ENCHANTRESS/AMORA/HE",1
"VALKIN","HEIMDALL [ASGARDIAN]",1
"KUKULCAN/VIRAKO/QUET","HEIMDALL [ASGARDIAN]",1
"LURKING UNKNOWN","HEIMDALL [ASGARDIAN]",1
"GUDRUN [ASGARDIAN]","KARNILLA [ASGARDIAN]",1
"NIGHTMARE/EDVARD HAB","KARNILLA [ASGARDIAN]",1
"IRON MAN/TONY STARK ","KARNILLA [ASGARDIAN]",1
"RED SKULL II/ALBERT ","CARTER, SHARON",1
"BULLSEYE II/BENJAMIN","BATROC/GEORGES BATRO",1
"IRON MAN/TONY STARK ","BATROC/GEORGES BATRO",1
"SPIDER-MAN CLONE/BEN","HOGAN, VIRGINIA PEPP",1
"EON","LIVING LASER/ARTHUR ",1
"VENOM/EDDIE BROCK","LIVING LASER/ARTHUR ",1
"KINE, BENEDICT","CYCLOPS/SCOTT SUMMER",1
"QUARK","CYCLOPS/SCOTT SUMMER",1
"ARIZE","CYCLOPS/SCOTT SUMMER",1
"MAGOG II","CYCLOPS/SCOTT SUMMER",1
"GOG III","CYCLOPS/SCOTT SUMMER",1
"GILBERTI, ROSE","CYCLOPS/SCOTT SUMMER",1
"MASTER MOLD III","CYCLOPS/SCOTT SUMMER",1
"RED RAVEN","CYCLOPS/SCOTT SUMMER",1
"UNION JACK II/BRIAN ","CYCLOPS/SCOTT SUMMER",1
"OGRE","CYCLOPS/SCOTT SUMMER",1
"LOCUST","CYCLOPS/SCOTT SUMMER",1
"DOMINUS","CYCLOPS/SCOTT SUMMER",1
"PENANCE/MONET ST. CR","CYCLOPS/SCOTT SUMMER",1
"BANNON, LANCE","CYCLOPS/SCOTT SUMMER",1
"FOREIGNER/RAFAEL BAS","CYCLOPS/SCOTT SUMMER",1
"SHIFFMAN, MAXIE","CYCLOPS/SCOTT SUMMER",1
"PULASKI, JOSEPHINE J","CYCLOPS/SCOTT SUMMER",1
"D'SPAYRE","CYCLOPS/SCOTT SUMMER",1
"HAWKSHAW","CYCLOPS/SCOTT SUMMER",1
"ARMBRUSTER, COLONEL ","CYCLOPS/SCOTT SUMMER",1
"RESTON, CLIVE","CYCLOPS/SCOTT SUMMER",1
"UNBEING/BILLY BETELH","GHOST RIDER III/DAN ",1
"ORIGIN/PHYLLIS TWOMB","GHOST RIDER III/DAN ",1
"GIGANTUS","GHOST RIDER III/DAN ",1
"AGAMOTTO","GHOST RIDER III/DAN ",1
"ALRAUNE, MARLENE","GHOST RIDER III/DAN ",1
"BLACK CAT/FELICIA HA","GHOST RIDER III/DAN ",1
"STACY, ARTHUR","GHOST RIDER III/DAN ",1
"STACY, PAUL","GHOST RIDER III/DAN ",1
"IRON MAN/TONY STARK ","GHOST RIDER III/DAN ",1
"KAUR, BENAZIR","BEAST/HENRY &HANK& P",1
"PAYGE, REEVA","BEAST/HENRY &HANK& P",1
"QUARK","BEAST/HENRY &HANK& P",1
"ARIZE","BEAST/HENRY &HANK& P",1
"MAGOG II","BEAST/HENRY &HANK& P",1
"GOG III","BEAST/HENRY &HANK& P",1
"DAYTRIPPER/AMANDA SE","BEAST/HENRY &HANK& P",1
"MORGAN","BEAST/HENRY &HANK& P",1
"RICHARDS, NATHANIEL","BEAST/HENRY &HANK& P",1
"VIBRAXAS/N'KANO","BEAST/HENRY &HANK& P",1
"DEVLOR","BEAST/HENRY &HANK& P",1
"RED RAVEN","BEAST/HENRY &HANK& P",1
"OGRE","BEAST/HENRY &HANK& P",1
"LOCUST","BEAST/HENRY &HANK& P",1
"DOMINUS","BEAST/HENRY &HANK& P",1
"HENDERSHOOT, COLONEL","BEAST/HENRY &HANK& P",1
"HOCHBERG, ROGER","BEAST/HENRY &HANK& P",1
"FOREIGNER/RAFAEL BAS","BEAST/HENRY &HANK& P",1
"WOLFE, SARA","BEAST/HENRY &HANK& P",1
"PUNCHOUT","BEAST/HENRY &HANK& P",1
"DRAGON OF THE MOON","BEAST/HENRY &HANK& P",1
"KUBIK","BEAST/HENRY &HANK& P",1
"STAR THIEF II","BEAST/HENRY &HANK& P",1
"BLESSING, MORGANA","ANDROMEDA/ANDROMEDA ",1
"CHANG, IMEI","ANDROMEDA/ANDROMEDA ",1
"KUBIK","ANDROMEDA/ANDROMEDA ",1
"STAR THIEF II","ANDROMEDA/ANDROMEDA ",1
"EON","PUNISHER II/FRANK CA",1
"SHA SHAN","PUNISHER II/FRANK CA",1
"SPITFIRE/LADY JACQUE","PUNISHER II/FRANK CA",1
"BANSHEE/SEAN CASSIDY","PUNISHER II/FRANK CA",1
"KINGSLEY, DANIEL","PUNISHER II/FRANK CA",1
"FOREIGNER/RAFAEL BAS","PUNISHER II/FRANK CA",1
"SLOAN, DR.","PUNISHER II/FRANK CA",1
"BUSHMAN, RAOUL","PUNISHER II/FRANK CA",1
"SPEEDBALL II/DARRION","PUNISHER II/FRANK CA",1
"STACY, GWEN (CLONE)","PUNISHER II/FRANK CA",1
"WIPEOUT","PUNISHER II/FRANK CA",1
"MOREAU, DAVID","PUNISHER II/FRANK CA",1
"OVERRIDE/DR. GREGORY","PUNISHER II/FRANK CA",1
"FU MANCHU","PUNISHER II/FRANK CA",1
"UNBEING/BILLY BETELH","INFINITY II",1
"IRON MAN/TONY STARK ","INFINITY II",1
"MORGAN","INVISIBLE WOMAN/SUE ",1
"MAYHEM/DET. BRIGID O","INVISIBLE WOMAN/SUE ",1
"GIGANTUS","INVISIBLE WOMAN/SUE ",1
"BLUE DIAMOND/PROFESS","INVISIBLE WOMAN/SUE ",1
"RED RAVEN","INVISIBLE WOMAN/SUE ",1
"THIN MAN/BRUCE DICKS","INVISIBLE WOMAN/SUE ",1
"JACK FROST/","INVISIBLE WOMAN/SUE ",1
"FREDERICKS, GENERAL","INVISIBLE WOMAN/SUE ",1
"LIZARD/DR. CURTIS CO","INVISIBLE WOMAN/SUE ",1
"CERBERUS","INVISIBLE WOMAN/SUE ",1
"WOLFE, SARA","INVISIBLE WOMAN/SUE ",1
"LANDERS, GENA","INVISIBLE WOMAN/SUE ",1
"ALRAUNE, MARLENE","INVISIBLE WOMAN/SUE ",1
"PUNCHOUT","INVISIBLE WOMAN/SUE ",1
"GATEWAY","INVISIBLE WOMAN/SUE ",1
"MR. SINISTER/NATHAN ","INVISIBLE WOMAN/SUE ",1
"WARD, SEN. STEWART","INVISIBLE WOMAN/SUE ",1
"EON","THING/BENJAMIN J. GR",1
"MOJO","THING/BENJAMIN J. GR",1
"MAYHEM/DET. BRIGID O","THING/BENJAMIN J. GR",1
"GIGANTUS","THING/BENJAMIN J. GR",1
"VALKIN","THING/BENJAMIN J. GR",1
"RED RAVEN","THING/BENJAMIN J. GR",1
"THIN MAN/BRUCE DICKS","THING/BENJAMIN J. GR",1
"JACK FROST/","THING/BENJAMIN J. GR",1
"SPITFIRE/LADY JACQUE","THING/BENJAMIN J. GR",1
"PENANCE/MONET ST. CR","THING/BENJAMIN J. GR",1
"FREDERICKS, GENERAL","THING/BENJAMIN J. GR",1
"FOREIGNER/RAFAEL BAS","THING/BENJAMIN J. GR",1
"CERBERUS","THING/BENJAMIN J. GR",1
"SCARECROW II","THING/BENJAMIN J. GR",1
"WOLFE, SARA","THING/BENJAMIN J. GR",1
"LANDERS, GENA","THING/BENJAMIN J. GR",1
"STACY, GWEN","THING/BENJAMIN J. GR",1
"RED SKULL II/ALBERT ","THING/BENJAMIN J. GR",1
"GREEN GOBLIN IV/PHIL","THING/BENJAMIN J. GR",1
"PUNCHOUT","THING/BENJAMIN J. GR",1
"WARD, SEN. STEWART","THING/BENJAMIN J. GR",1
"STACY, ARTHUR","THING/BENJAMIN J. GR",1
"KAUR, BENAZIR","JUBILEE/JUBILATION L",1
"PAYGE, REEVA","JUBILEE/JUBILATION L",1
"KINE, BENEDICT","JUBILEE/JUBILATION L",1
"D'SPAYRE","JUBILEE/JUBILATION L",1
"IRON MAN/TONY STARK ","JUBILEE/JUBILATION L",1
"EON","MASTER ORDER",1
"VAUGHAN, MRS.","MASTER ORDER",1
"KUBIK","MASTER ORDER",1
"MAELSTROM/MALCOLM ST","DEATH",1
"BARON BLOOD II/VICTO","DEATH",1
"BULLSEYE II/BENJAMIN","DEATH",1
"KAUR, BENAZIR","ANGEL/WARREN KENNETH",1
"PAYGE, REEVA","ANGEL/WARREN KENNETH",1
"KINE, BENEDICT","ANGEL/WARREN KENNETH",1
"MAJOR DOMO","ANGEL/WARREN KENNETH",1
"MOJO","ANGEL/WARREN KENNETH",1
"ARIZE","ANGEL/WARREN KENNETH",1
"SHA SHAN","ANGEL/WARREN KENNETH",1
"RED RAVEN","ANGEL/WARREN KENNETH",1
"LOCUST","ANGEL/WARREN KENNETH",1
"DOMINUS","ANGEL/WARREN KENNETH",1
"PENANCE/MONET ST. CR","ANGEL/WARREN KENNETH",1
"BANNON, LANCE","ANGEL/WARREN KENNETH",1
"FOREIGNER/RAFAEL BAS","ANGEL/WARREN KENNETH",1
"CERBERUS","ANGEL/WARREN KENNETH",1
"WOLFE, SARA","ANGEL/WARREN KENNETH",1
"D'SPAYRE","ANGEL/WARREN KENNETH",1
"BLACK CAT/FELICIA HA","ANGEL/WARREN KENNETH",1
"HAWKSHAW","ANGEL/WARREN KENNETH",1
"DRAGON OF THE MOON","ANGEL/WARREN KENNETH",1
"KUBIK","ANGEL/WARREN KENNETH",1
"STAR THIEF II","ANGEL/WARREN KENNETH",1
"ORIGIN/PHYLLIS TWOMB","MR. FANTASTIC/REED R",1
"MOJO","MR. FANTASTIC/REED R",1
"DEVLOR","MR. FANTASTIC/REED R",1
"MAYHEM/DET. BRIGID O","MR. FANTASTIC/REED R",1
"GIGANTUS","MR. FANTASTIC/REED R",1
"BLUE DIAMOND/PROFESS","MR. FANTASTIC/REED R",1
"RED RAVEN","MR. FANTASTIC/REED R",1
"THIN MAN/BRUCE DICKS","MR. FANTASTIC/REED R",1
"JACK FROST/","MR. FANTASTIC/REED R",1
"FREDERICKS, GENERAL","MR. FANTASTIC/REED R",1
"BANNON, LANCE","MR. FANTASTIC/REED R",1
"CERBERUS","MR. FANTASTIC/REED R",1
"LANDERS, GENA","MR. FANTASTIC/REED R",1
"ALRAUNE, MARLENE","MR. FANTASTIC/REED R",1
"STACY, GWEN","MR. FANTASTIC/REED R",1
"RED SKULL II/ALBERT ","MR. FANTASTIC/REED R",1
"TOMBSTONE/LONNIE THO","MR. FANTASTIC/REED R",1
"BYRNES, GAYLE WATSON","MR. FANTASTIC/REED R",1
"PUNCHOUT","MR. FANTASTIC/REED R",1
"GATEWAY","MR. FANTASTIC/REED R",1
"MR. SINISTER/NATHAN ","MR. FANTASTIC/REED R",1
"WIPEOUT","MR. FANTASTIC/REED R",1
"MOREAU, DAVID","MR. FANTASTIC/REED R",1
"WARD, SEN. STEWART","MR. FANTASTIC/REED R",1
"DRAGON OF THE MOON","MR. FANTASTIC/REED R",1
"INTERLOPER","MR. FANTASTIC/REED R",1
"MANSLAUGHTER","MR. FANTASTIC/REED R",1
"MISSING LINK","MR. FANTASTIC/REED R",1
"VAUGHAN, MRS.","IN-BETWEENER",1
"HEATER DELIGHT","IN-BETWEENER",1
"DOCTOR DREDD","IN-BETWEENER",1
"IRON MAN/TONY STARK ","IN-BETWEENER",1
"EON","KISMET/J'RIDIA STARD",1
"VAUGHAN, MRS.","KISMET/J'RIDIA STARD",1
"MAELSTROM/MALCOLM ST","ETERNITY/ADAM QADMON",1
"EON","ETERNITY/ADAM QADMON",1
"SILVER DAGGER/ISAIAH","ETERNITY/ADAM QADMON",1
"BARON BLOOD II/VICTO","ETERNITY/ADAM QADMON",1
"CHANG, IMEI","ETERNITY/ADAM QADMON",1
"BLACK CAT/FELICIA HA","ETERNITY/ADAM QADMON",1
"KUBIK","ETERNITY/ADAM QADMON",1
"KAUR, BENAZIR","STORM/ORORO MUNROE S",1
"PAYGE, REEVA","STORM/ORORO MUNROE S",1
"KINE, BENEDICT","STORM/ORORO MUNROE S",1
"ARIZE","STORM/ORORO MUNROE S",1
"PLUNDER, ADAM KYLE M","STORM/ORORO MUNROE S",1
"PENANCE/MONET ST. CR","STORM/ORORO MUNROE S",1
"HENDERSHOOT, COLONEL","STORM/ORORO MUNROE S",1
"ZELDA","STORM/ORORO MUNROE S",1
"LANDERS, GENA","STORM/ORORO MUNROE S",1
"ALRAUNE, MARLENE","STORM/ORORO MUNROE S",1
"D'SPAYRE","STORM/ORORO MUNROE S",1
"SPIDER-MAN CLONE/BEN","STORM/ORORO MUNROE S",1
"WARD, SEN. STEWART","STORM/ORORO MUNROE S",1
"CLARK, JOHN","STORM/ORORO MUNROE S",1
"CLARK, SARAH","STORM/ORORO MUNROE S",1
"RESTON, CLIVE","STORM/ORORO MUNROE S",1
"KINE, BENEDICT","MARVEL GIRL/JEAN GRE",1
"MAJOR DOMO","MARVEL GIRL/JEAN GRE",1
"MOJO","MARVEL GIRL/JEAN GRE",1
"ARIZE","MARVEL GIRL/JEAN GRE",1
"GILBERTI, ROSE","MARVEL GIRL/JEAN GRE",1
"MASTER MOLD III","MARVEL GIRL/JEAN GRE",1
"RED RAVEN","MARVEL GIRL/JEAN GRE",1
"UNION JACK II/BRIAN ","MARVEL GIRL/JEAN GRE",1
"OGRE","MARVEL GIRL/JEAN GRE",1
"LOCUST","MARVEL GIRL/JEAN GRE",1
"DOMINUS","MARVEL GIRL/JEAN GRE",1
"HENDERSHOOT, COLONEL","MARVEL GIRL/JEAN GRE",1
"BANNON, LANCE","MARVEL GIRL/JEAN GRE",1
"FOREIGNER/RAFAEL BAS","MARVEL GIRL/JEAN GRE",1
"CHANG, IMEI","MARVEL GIRL/JEAN GRE",1
"PUNCHOUT","MARVEL GIRL/JEAN GRE",1
"ARMBRUSTER, COLONEL ","MARVEL GIRL/JEAN GRE",1
"RESTON, CLIVE","MARVEL GIRL/JEAN GRE",1
"KINE, BENEDICT","PSYLOCKE/ELISABETH B",1
"SHAW, SHINOBI","PSYLOCKE/ELISABETH B",1
"QUARK","PSYLOCKE/ELISABETH B",1
"ARIZE","PSYLOCKE/ELISABETH B",1
"MAGOG II","PSYLOCKE/ELISABETH B",1
"GOG III","PSYLOCKE/ELISABETH B",1
"PENANCE/MONET ST. CR","PSYLOCKE/ELISABETH B",1
"CHANG, IMEI","PSYLOCKE/ELISABETH B",1
"PSI-LORD/FRANKLIN BE","VISION ",1
"RICHARDS, NATHANIEL","VISION ",1
"VIBRAXAS/N'KANO","VISION ",1
"VALKIN","VISION ",1
"PRENTISS, BETTY DEAN","VISION ",1
"SPITFIRE/LADY JACQUE","VISION ",1
"BANSHEE/SEAN CASSIDY","VISION ",1
"MUGGINS, MAMIE","VISION ",1
"DOMINO III/BEATRICE/","VISION ",1
"HINDSIGHT LAD/CARLTO","VISION ",1
"KAINE","VISION ",1
"MAJOR DOMO","SHE-HULK/JENNIFER WA",1
"MOJO","SHE-HULK/JENNIFER WA",1
"LIGHTMASTER/EDWARD L","SHE-HULK/JENNIFER WA",1
"SPITFIRE/LADY JACQUE","SHE-HULK/JENNIFER WA",1
"CERBERUS","SHE-HULK/JENNIFER WA",1
"BYRNES, GAYLE WATSON","SHE-HULK/JENNIFER WA",1
"MR. SINISTER/NATHAN ","SHE-HULK/JENNIFER WA",1
"WIPEOUT","SHE-HULK/JENNIFER WA",1
"MOREAU, DAVID","SHE-HULK/JENNIFER WA",1
"NIGHTMARE/EDVARD HAB","SHE-HULK/JENNIFER WA",1
"QUARK","WOLVERINE/LOGAN ",1
"ARIZE","WOLVERINE/LOGAN ",1
"MAGOG II","WOLVERINE/LOGAN ",1
"GOG III","WOLVERINE/LOGAN ",1
"PLUNDER, ADAM KYLE M","WOLVERINE/LOGAN ",1
"RICHARDS, NATHANIEL","WOLVERINE/LOGAN ",1
"BRICKMAN, SEN. MILES","WOLVERINE/LOGAN ",1
"GIGANTUS","WOLVERINE/LOGAN ",1
"HENDERSHOOT, COLONEL","WOLVERINE/LOGAN ",1
"KINGSLEY, DANIEL","WOLVERINE/LOGAN ",1
"HOCHBERG, ROGER","WOLVERINE/LOGAN ",1
"FOREIGNER/RAFAEL BAS","WOLVERINE/LOGAN ",1
"CHANG, IMEI","WOLVERINE/LOGAN ",1
"LANDERS, GENA","WOLVERINE/LOGAN ",1
"ALRAUNE, MARLENE","WOLVERINE/LOGAN ",1
"D'SPAYRE","WOLVERINE/LOGAN ",1
"SPIDER-MAN CLONE/BEN","WOLVERINE/LOGAN ",1
"BULLSEYE II/BENJAMIN","WOLVERINE/LOGAN ",1
"WARD, SEN. STEWART","WOLVERINE/LOGAN ",1
"CLARK, JOHN","WOLVERINE/LOGAN ",1
"CLARK, SARAH","WOLVERINE/LOGAN ",1
"RESTON, CLIVE","WOLVERINE/LOGAN ",1
"VAUGHAN, GAYLE","OBLIVION",1
"VAUGHAN, MRS.","OBLIVION",1
"IRON MAN/TONY STARK ","OBLIVION",1
"BLACK CAT/FELICIA HA","DEATHLOK III/MICHAEL",1
"IRON MAN/TONY STARK ","DEATHLOK III/MICHAEL",1
"MAELSTROM/MALCOLM ST","WONDER MAN/SIMON WIL",1
"OGRE","WONDER MAN/SIMON WIL",1
"BANSHEE/SEAN CASSIDY","WONDER MAN/SIMON WIL",1
"BANNON, LANCE","WONDER MAN/SIMON WIL",1
"DOMINO III/BEATRICE/","WONDER MAN/SIMON WIL",1
"TRICKSHOT","WONDER MAN/SIMON WIL",1
"MR. SINISTER/NATHAN ","WONDER MAN/SIMON WIL",1
"BRICKFORD, CLAY","WONDER MAN/SIMON WIL",1
"EON","THUNDERSTRIKE/ERIC K",1
"PSI-LORD/FRANKLIN BE","THUNDERSTRIKE/ERIC K",1
"DEVLOR","THUNDERSTRIKE/ERIC K",1
"BANSHEE/SEAN CASSIDY","THUNDERSTRIKE/ERIC K",1
"GUDRUN [ASGARDIAN]","THUNDERSTRIKE/ERIC K",1
"DAYTRIPPER/AMANDA SE","CAPTAIN AMERICA",1
"PSI-LORD/FRANKLIN BE","CAPTAIN AMERICA",1
"DEVLOR","CAPTAIN AMERICA",1
"MOSLEY, WARDEN","CAPTAIN AMERICA",1
"CHAKARA, MADAN","CAPTAIN AMERICA",1
"BRICKMAN, SEN. MILES","CAPTAIN AMERICA",1
"GEORGE, DAVID LLOYD","CAPTAIN AMERICA",1
"FITZPATRICK, WILL","CAPTAIN AMERICA",1
"PRENTISS, BETTY DEAN","CAPTAIN AMERICA",1
"MIMIC/CALVIN RANKIN","CAPTAIN AMERICA",1
"HOCHBERG, ROGER","CAPTAIN AMERICA",1
"FOREIGNER/RAFAEL BAS","CAPTAIN AMERICA",1
"CERBERUS","CAPTAIN AMERICA",1
"DOMINO III/BEATRICE/","CAPTAIN AMERICA",1
"MR. SINISTER/NATHAN ","CAPTAIN AMERICA",1
"KUBIK","CAPTAIN AMERICA",1
"VENOM/EDDIE BROCK","CAPTAIN AMERICA",1
"MAELSTROM/MALCOLM ST","UATU",1
"PLUNDER, ADAM KYLE M","UATU",1
"BLUE DIAMOND/PROFESS","UATU",1
"RED RAVEN","UATU",1
"THIN MAN/BRUCE DICKS","UATU",1
"JACK FROST/","UATU",1
"FREDERICKS, GENERAL","UATU",1
"BLACK CAT/FELICIA HA","UATU",1
"STACY, ARTHUR","UATU",1
"VENOM/EDDIE BROCK","UATU",1
"EON","QUICKSILVER/PIETRO M",1
"MAJOR DOMO","QUICKSILVER/PIETRO M",1
"MOJO","QUICKSILVER/PIETRO M",1
"ARIZE","QUICKSILVER/PIETRO M",1
"PSI-LORD/FRANKLIN BE","QUICKSILVER/PIETRO M",1
"DEVLOR","QUICKSILVER/PIETRO M",1
"RED RAVEN","QUICKSILVER/PIETRO M",1
"MIMIC/CALVIN RANKIN","QUICKSILVER/PIETRO M",1
"STACY, CAPT. GEORGE","QUICKSILVER/PIETRO M",1
"ROBERTS, TED","QUICKSILVER/PIETRO M",1
"LOCOMOTIVE BREATH/LA","SCARLET WITCH/WANDA ",1
"VIBRAXAS/N'KANO","SCARLET WITCH/WANDA ",1
"VALKIN","SCARLET WITCH/WANDA ",1
"RED RAVEN","SCARLET WITCH/WANDA ",1
"MIMIC/CALVIN RANKIN","SCARLET WITCH/WANDA ",1
"MUGGINS, MAMIE","SCARLET WITCH/WANDA ",1
"CERBERUS","SCARLET WITCH/WANDA ",1
"BLESSING, MORGANA","SCARLET WITCH/WANDA ",1
"BARON BLOOD II/VICTO","SCARLET WITCH/WANDA ",1
"STACY, CAPT. GEORGE","SCARLET WITCH/WANDA ",1
"BRICKFORD, CLAY","SCARLET WITCH/WANDA ",1
"ROBERTS, TED","SCARLET WITCH/WANDA ",1
"MAELSTROM/MALCOLM ST","LORD CHAOS",1
"GARFIELD, MURRAY","LORD CHAOS",1
"VAUGHAN, MRS.","LORD CHAOS",1
"KUBIK","LORD CHAOS",1
"EON","HAWK",1
"MORGAN","HAWK",1
"VIBRAXAS/N'KANO","HAWK",1
"DEVLOR","HAWK",1
"FOREIGNER/RAFAEL BAS","HAWK",1
"DOMINO III/BEATRICE/","HAWK",1
"RED SKULL II/ALBERT ","HAWK",1
"MR. SINISTER/NATHAN ","HAWK",1
"BRICKFORD, CLAY","HAWK",1
"ARMBRUSTER, COLONEL ","HAWK",1
"VAUGHAN, MRS.","SILVER SURFER/NORRIN",1
"PSI-LORD/FRANKLIN BE","SILVER SURFER/NORRIN",1
"RICHARDS, NATHANIEL","SILVER SURFER/NORRIN",1
"BANSHEE/SEAN CASSIDY","SILVER SURFER/NORRIN",1
"FREDERICKS, GENERAL","SILVER SURFER/NORRIN",1
"SILVER DAGGER/ISAIAH","SILVER SURFER/NORRIN",1
"FRANKENSURFER/BORGO","SILVER SURFER/NORRIN",1
"BLESSING, MORGANA","SILVER SURFER/NORRIN",1
"CHANG, IMEI","SILVER SURFER/NORRIN",1
"WOLFE, SARA","SILVER SURFER/NORRIN",1
"BLACK CAT/FELICIA HA","SILVER SURFER/NORRIN",1
"SPIDER-MAN CLONE/BEN","SILVER SURFER/NORRIN",1
"KUBIK","SILVER SURFER/NORRIN",1
"BLADE","SILVER SURFER/NORRIN",1
"MAELSTROM/MALCOLM ST","MOCKINGBIRD/DR. BARB",1
"MACHETE/FERDINAND LO","MOCKINGBIRD/DR. BARB",1
"EON","GALACTUS/GALAN",1
"UNBEING/BILLY BETELH","GALACTUS/GALAN",1
"RICHARDS, NATHANIEL","GALACTUS/GALAN",1
"AGAMOTTO","GALACTUS/GALAN",1
"BARON BLOOD II/VICTO","GALACTUS/GALAN",1
"WOLFE, SARA","GALACTUS/GALAN",1
"BLACK CAT/FELICIA HA","GALACTUS/GALAN",1
"MORGAN","WASP/JANET VAN DYNE ",1
"RICHARDS, NATHANIEL","WASP/JANET VAN DYNE ",1
"VIBRAXAS/N'KANO","WASP/JANET VAN DYNE ",1
"VALKIN","WASP/JANET VAN DYNE ",1
"KINGSLEY, DANIEL","WASP/JANET VAN DYNE ",1
"MAELSTROM/MALCOLM ST","TIGRA/GREER NELSON",1
"EON","TIGRA/GREER NELSON",1
"PLUNDER, ADAM KYLE M","TIGRA/GREER NELSON",1
"SAMUELS","TIGRA/GREER NELSON",1
"ALRAUNE, MARLENE","TIGRA/GREER NELSON",1
"SHAW, SHINOBI","JUSTICE II/VANCE AST",1
"MACHETE/FERDINAND LO","JUSTICE II/VANCE AST",1
"BLACK CAT/FELICIA HA","JUSTICE II/VANCE AST",1
"STACY, GWEN (CLONE)","JUSTICE II/VANCE AST",1
"GREEN GOBLIN IV/PHIL","JUSTICE II/VANCE AST",1
"MAELSTROM/MALCOLM ST","SPIDER-MAN/PETER PAR",1
"ORIGIN/PHYLLIS TWOMB","SPIDER-MAN/PETER PAR",1
"KINE, BENEDICT","SPIDER-MAN/PETER PAR",1
"SHAW, SHINOBI","SPIDER-MAN/PETER PAR",1
"MAJOR DOMO","SPIDER-MAN/PETER PAR",1
"MOJO","SPIDER-MAN/PETER PAR",1
